Issue ID,First Observed,Last Observed,CVE,Vulnerability,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Destination IP Address,Destination Port,Email,Product name,Product version,Domain,Scheme,Observations,Final URL,Last Observed,Banner,Data,Source,Url,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
80fa2d77-c816-5eb5-82ea-a0a9723dd040,2024-05-17T19:38:37,2026-03-02T16:34:15,,,,,,,,,,,,,hnbassurance.com,,1,http://smartadvisor.hnbassurance.com/,2026-03-02T16:34:15,,,,,,,,,,"[{""evidence"":"""",""initialUrl"":"""",""finalUrl"":""http://smartadvisor.hnbassurance.com/"",""lastSeenAt"":""2026-03-02T16:34:15""}]",1,,1
a64e815f-d14b-5266-9be7-6837a98466ed,2026-02-27T12:25:41,2026-02-27T12:25:41,,,,,,,,,,,,,hnbassurance.com,,1,http://letsmeet.hnbassurance.com/,2026-02-27T12:25:41,,,,,,,,,,"[{""evidence"":"""",""initialUrl"":"""",""finalUrl"":""http://letsmeet.hnbassurance.com/"",""lastSeenAt"":""2026-02-27T12:25:41""}]",1,,1
