Issue ID,First Observed,Last Observed,CVE,Vulnerability,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Destination IP Address,Destination Port,Email,Product name,Product version,Domain,Scheme,Observations,Final URL,Initial URL,Evidence,Last Observed,Banner,Data,Source,Url,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
dce0f03b-1570-5c60-b281-8c9d6179dfba,2025-07-05T23:07:18,2026-03-02T02:18:20,,,,,,,,,,,,,hnbassurance.com,,1,https://channelportal.hnbassurance.com:443/HNBCHNPRTPRD/,http://channelportal.hnbassurance.com/,"[""http://channelportal.hnbassurance.com/"",""302"",""https://channelportal.hnbassurance.com:443/"",""302"",""http://channelportal.hnbassurance.com:80/HNBCHNPRTPRD/"",""302"",""https://channelportal.hnbassurance.com:443/HNBCHNPRTPRD/""]",2026-03-02T02:18:20,,,,,,,,,,"[{""evidence"":[""http://channelportal.hnbassurance.com/"",""302"",""https://channelportal.hnbassurance.com:443/"",""302"",""http://channelportal.hnbassurance.com:80/HNBCHNPRTPRD/"",""302"",""https://channelportal.hnbassurance.com:443/HNBCHNPRTPRD/""],""initialUrl"":""http://channelportal.hnbassurance.com/"",""finalUrl"":""https://channelportal.hnbassurance.com:443/HNBCHNPRTPRD/"",""lastSeenAt"":""2026-03-02T02:18:20""}]",1,"""Redirect chain contains an HTTP destination""",1
a50759a5-e68a-56ae-8dfe-56c302e21ecb,2025-09-25T13:03:57.752,2026-03-02T01:37:37.225,,,,,,,,,,,,,hnbassurance.com,,1,https://www.hnbassurance.com/,https://hnbassurance.com/,"[""https://hnbassurance.com/"",""301"",""http://www.hnbassurance.com/"",""301"",""https://www.hnbassurance.com/""]",2026-03-02T01:37:37.225,,,,,,,,,,"[{""evidence"":[""https://hnbassurance.com/"",""301"",""http://www.hnbassurance.com/"",""301"",""https://www.hnbassurance.com/""],""initialUrl"":""https://hnbassurance.com/"",""finalUrl"":""https://www.hnbassurance.com/"",""lastSeenAt"":""2026-03-02T01:37:37.225""}]",1,"""Redirect chain contains an HTTP destination""",1
