Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Email,Product name,Product version,IP Address,Port,Cloud Provider,Region,Banner,Data,Source,Url,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
e8d49b8b-43e7-58e7-8cf3-f94e6cf8d622,2026-02-25T18:52:18,2026-02-28T11:44:17,,,,,,,,888,,nginx,,146.190.102.247,888,Digital Ocean,,"HTTP/1.1 403 Forbidden Connection: close Content-Length: 146 Content-Type: text/html Date: Sat, 28 Feb 2026 11:44:37 GMT Server: nginx",,,,,,,,2026-02-28T11:44:17,,,0,,0
5dfbb86a-15b3-5404-9685-6f34c80868cc,2023-02-23T07:40:54,2026-02-28T11:44:17,,,,,,,,22,,OpenSSH,9.6p1,146.190.102.247,22,Digital Ocean,Asia,,,,,,,,,2026-02-28T11:44:17,,,0,,0
