Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Destination IP Address,Destination Port,Email,Product name,Product version,All active in past 180 days,Resolved issues,Resolved %,Average days to resolve,Resolved: 60 days or less,Resolved: 60-120 days,Resolved: 121-180 days,Resolved: Over 180 days,Last update,Banner,Data,Source,Url,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
bc72ddb8-d06c-5af6-a1ee-c64364216be2,2021-12-15T00:00:00,2026-03-04T00:00:00,,,,,,,,,,,,,,170,117,69,82,55,36,0,26,2026-03-04T00:00:00,,,,,,,,,,,0,,0
