Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Destination IP Address,Destination Port,Email,Product name,Product version,Target,Port,Observations,Last Observed,Banner,Data,Source,Url,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
48c21f48-243c-58c7-8683-5ab9ce76b309,2026-01-02T12:02:05,2026-03-02T17:55:50,,,,,,,,,,,,,mms.hnbassurance.com,8443,2,2026-03-02T17:55:50,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""mms.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T17:55:50"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""mms.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-27T15:13:53"",""initialUrl"":""""}]",2,,2
8d89c34d-cd36-5526-942f-144d50b0c508,2026-01-02T12:02:05,2026-03-02T17:55:50,,,,,,,,,,,,,mms.hnbassurance.com,443,2,2026-03-02T17:55:50,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""mms.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T17:55:50"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""mms.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-27T15:13:53"",""initialUrl"":""""}]",2,,2
d1170c07-5700-55c3-9557-b567d5553d9f,2026-01-02T07:41:25,2026-03-02T15:52:10,,,,,,,,,,,,,salesforce.hnbassurance.com,443,2,2026-03-02T15:52:10,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""salesforce.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T15:52:10"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""salesforce.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-27T17:40:11"",""initialUrl"":""""}]",2,,2
32ea2ea4-83ac-56c5-bd07-e9a60c19e57f,2026-01-02T07:41:25,2026-03-02T15:52:10,,,,,,,,,,,,,salesforce.hnbassurance.com,8443,2,2026-03-02T15:52:10,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""salesforce.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T15:52:10"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""salesforce.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-27T17:40:11"",""initialUrl"":""""}]",2,,2
e522feed-e85a-5fa0-a023-27543e63e5c6,2026-01-02T06:11:06,2026-03-02T13:30:51,,,,,,,,,,,,,gogreen.hnbassurance.com,8443,2,2026-03-02T13:30:51,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""gogreen.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T13:30:51"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""gogreen.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-27T10:35:26"",""initialUrl"":""""}]",2,,2
106aa0be-452c-5d55-a422-8aaa22fd7f16,2026-01-02T06:11:06,2026-03-02T13:30:51,,,,,,,,,,,,,gogreen.hnbassurance.com,443,2,2026-03-02T13:30:51,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""gogreen.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T13:30:51"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""gogreen.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-27T10:35:26"",""initialUrl"":""""}]",2,,2
f428748d-d6da-5bea-a6d8-f746d049edd7,2026-01-02T16:07:26,2026-03-02T10:34:11,,,,,,,,,,,,,medilink.hnbassurance.com,8443,2,2026-03-02T10:34:11,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""medilink.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T10:34:11"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""medilink.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-18T08:03:20"",""initialUrl"":""""}]",2,,2
fee3f23a-1138-532c-b7fb-b6ab6a72b7d9,2026-01-02T16:07:26,2026-03-02T10:34:11,,,,,,,,,,,,,medilink.hnbassurance.com,443,2,2026-03-02T10:34:11,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""medilink.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T10:34:11"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""medilink.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-18T08:03:20"",""initialUrl"":""""}]",2,,2
b5d6801f-e4c4-5003-ada1-6da47baa4885,2026-02-27T12:25:41,2026-03-02T09:05:39,,,,,,,,,,,,,letsmeet.hnbassurance.com,443,1,2026-03-02T09:05:39,,,,,,,,,,"[{""ip"":""146.190.102.247"",""sni"":""letsmeet.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.1""],""lastSeenAt"":""2026-03-02T09:05:39"",""initialUrl"":""""}]",1,,1
c84d6632-a53a-57bb-9388-ce7ac3409341,2026-01-02T07:05:48,2026-03-02T04:19:16,,,,,,,,,,,,,ebuddy.hnbassurance.com,443,2,2026-03-02T04:19:16,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""ebuddy.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T04:19:16"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""ebuddy.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-24T02:13:07"",""initialUrl"":""""}]",2,,2
b07e7d22-2885-5880-bf20-5b513b79649f,2026-01-02T07:05:48,2026-03-02T04:19:16,,,,,,,,,,,,,ebuddy.hnbassurance.com,8443,2,2026-03-02T04:19:16,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""ebuddy.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T04:19:16"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""ebuddy.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-24T02:13:07"",""initialUrl"":""""}]",2,,2
c3e3fa76-2734-5c1b-8bda-60597acc0cee,2026-01-02T12:18:55,2026-03-02T03:38:46,,,,,,,,,,,,,edocs.hnbassurance.com,443,2,2026-03-02T03:38:46,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""edocs.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T03:38:46"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""edocs.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-24T02:23:18"",""initialUrl"":""""}]",2,,2
a257dedc-c0a1-5c16-baae-70c9bc1b97e7,2026-01-02T12:18:55,2026-03-02T03:38:46,,,,,,,,,,,,,edocs.hnbassurance.com,8443,2,2026-03-02T03:38:46,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""edocs.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T03:38:46"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""edocs.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-24T02:23:18"",""initialUrl"":""""}]",2,,2
2bea5052-5447-5bdf-a38d-c686a5fc43e7,2026-01-02T13:23:38,2026-03-02T00:54:42,,,,,,,,,,,,,api.hnbassurance.com,443,2,2026-03-02T00:54:42,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""api.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T00:54:42"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""api.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-17T08:07:56"",""initialUrl"":""""}]",2,,2
db256a3b-465a-5458-b33d-6f8af5954b36,2026-01-02T13:23:38,2026-03-02T00:54:42,,,,,,,,,,,,,api.hnbassurance.com,8443,2,2026-03-02T00:54:42,,,,,,,,,,"[{""ip"":""104.18.1.245"",""sni"":""api.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-03-02T00:54:42"",""initialUrl"":""""},{""ip"":""104.18.0.245"",""sni"":""api.hnbassurance.com"",""ipv6"":null,""evidence"":[""TLS v1.0"",""TLS v1.1""],""lastSeenAt"":""2026-02-17T08:07:56"",""initialUrl"":""""}]",2,,2
5c491877-1d23-5447-a702-6bf5f4ec88ae,2026-02-25T18:52:18,2026-02-28T11:44:17,,,,,,,,,,,,,146.190.102.247,443,1,2026-02-28T11:44:17,,,,,,,,,,"[{""ip"":""146.190.102.247"",""sni"":null,""ipv6"":null,""evidence"":[""TLS v1.1""],""lastSeenAt"":""2026-02-28T11:44:17"",""initialUrl"":""""}]",1,,1
