Issue ID,First Observed,Last Observed,CVE,Vulnerability,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Destination IP Address,Destination Port,Email,Product name,Product version,Domain,Scheme,Observations,Final URL,Evidence,Last Observed,Banner,Data,Source,Url,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
0d7c7705-03b9-5731-9ea6-938553577f3e,2026-01-24T23:04:28,2026-01-24T23:04:28,,,,,,,,,,,,,hnbassurance.com,,1,https://ems.hnbassurance.com:443/global-protect/login.esp/,"[""default-src 'self'; script-src 'self' 'unsafe-inline'; img-src * data:; style-src 'self' 'unsafe-inline'; frame-ancestors 'none';""]",2026-01-24T23:04:28,,,,,,,,,,"[{""evidence"":[""default-src 'self'; script-src 'self' 'unsafe-inline'; img-src * data:; style-src 'self' 'unsafe-inline'; frame-ancestors 'none';""],""initialUrl"":"""",""finalUrl"":""https://ems.hnbassurance.com:443/global-protect/login.esp/"",""lastSeenAt"":""2026-01-24T23:04:28""}]",1,,1
