Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Destination IP Address,Destination Port,Email,Product name,Product version,Target,SHA-256 Fingerprint,Serial Number,Observations,Output,Last Observed,Banner,Data,Source,Url,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
b9ce9476-86fb-545f-a0f8-34409fc739b1,2025-12-19T23:34:40,2026-03-02T23:18:14,,,,,,,,,,,,,,hnbassurance.com,c5621e61d58697d663a6ac13902bba23409297f2aa70970fa27794645077315f,,6,,2026-03-02T23:18:14,,,,,,,,,,"[{""ip"":""220.247.227.146"",""sni"":""pop3.hnbassurance.com"",""port"":443,""ipv6"":null,""evidence"":"""",""lastSeenAt"":""2026-03-02T23:18:14"",""initialUrl"":""""},{""ip"":""220.247.227.146"",""sni"":""mobilepic.hnbassurance.com"",""port"":443,""ipv6"":null,""evidence"":"""",""lastSeenAt"":""2026-03-02T18:00:26"",""initialUrl"":""""},{""ip"":""220.247.227.146"",""sni"":""mail.hnbassurance.com"",""port"":443,""ipv6"":null,""evidence"":"""",""lastSeenAt"":""2026-03-02T10:19:30"",""initialUrl"":""""},{""ip"":""220.247.227.146"",""sni"":""smtp.hnbassurance.com"",""port"":443,""ipv6"":null,""evidence"":"""",""lastSeenAt"":""2026-02-24T16:12:40"",""initialUrl"":""""},{""ip"":""220.247.227.146"",""sni"":""webservice.hnbassurance.com"",""port"":443,""ipv6"":null,""evidence"":"""",""lastSeenAt"":""2026-02-23T13:06:31"",""initialUrl"":""""},{""ip"":""220.247.227.146"",""sni"":""imap.hnbassurance.com"",""port"":443,""ipv6"":null,""evidence"":"""",""lastSeenAt"":""2026-02-21T06:09:27"",""initialUrl"":""""}]",6,,6
3eb2a8e1-02a2-548b-8796-fc3620014639,2026-02-25T18:52:18,2026-02-28T11:44:17,,,,,,,,,,,,,,146.190.102.247,fce5344d9289e080c5312259e91cc91be07c62d4a5ac71af184e442ae76a6ca2,,1,,2026-02-28T11:44:17,,,,,,,,,,"[{""ip"":""146.190.102.247"",""sni"":null,""port"":21,""ipv6"":null,""evidence"":"""",""lastSeenAt"":""2026-02-28T11:44:17"",""initialUrl"":""""}]",1,,1
