Issue ID,First Observed,Last Observed,CVE,Vulnerability,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Destination IP Address,Destination Port,Email,Product name,Product version,Analysis,Domain,Scheme,Observations,Final URL,Last Observed,Banner,Data,Source,Url,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
dd46cc39-49d7-56a0-bada-969530eef00a,2024-05-28T12:04:07,2026-03-02T02:18:20,,,,,,,,,,,,,x_content_type_options_missing,hnbassurance.com,,1,https://channelportal.hnbassurance.com:443/HNBCHNPRTPRD/,2026-03-02T02:18:20,,,,,,,,,,"[{""evidence"":"""",""initialUrl"":"""",""finalUrl"":""https://channelportal.hnbassurance.com:443/HNBCHNPRTPRD/"",""lastSeenAt"":""2026-03-02T02:18:20""}]",1,"""Header missing""",1
3f2392be-d77e-569c-9a5d-b6b1830b44c6,2026-02-27T12:25:41,2026-02-27T12:25:41,,,,,,,,,,,,,x_content_type_options_missing,hnbassurance.com,,1,http://letsmeet.hnbassurance.com/,2026-02-27T12:25:41,,,,,,,,,,"[{""evidence"":"""",""initialUrl"":"""",""finalUrl"":""http://letsmeet.hnbassurance.com/"",""lastSeenAt"":""2026-02-27T12:25:41""}]",1,"""Header missing""",1
