Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Email,Product name,Product version,Domain,IP Address,Port,Last Observed Open,Banner,Data,Source,Url,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
86577dd9-b814-5c31-8187-d78eddeac3e1,2025-03-10T22:16:14,2025-12-02T20:27:12,,CVE-2011-3192,,,,,,443,,,,mobileapps.hnbassurance.com,220.247.227.146,443,2025-12-02T20:27:12,,,,,,"The byterange filter in the Apache HTTP Server 1.3.x, 2.0.x through 2.0.64, and 2.2.x through 2.2.19 allows remote attackers to cause a denial of service (memory and CPU consumption) via a Range header that expresses multiple overlapping ranges, as exploited in the wild in August 2011, a different vulnerability than CVE-2007-0086.",2011-08-29,,,,0,,0
