Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Destination IP Address,Destination Port,Email,Product name,Product version,Url,Observations,Last Observed,Banner,Data,Source,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
6c02ed15-0071-5862-8dec-47d118a4aef8,2026-03-02T02:18:20,2026-03-02T02:18:20,,,hnbassurance.com,,,,,,,,,,,https://channelportal.hnbassurance.com:443/HNBCHNPRTPRD/,1,2026-03-02T02:18:20,,,,,,,,,"[{""evidence"":"""",""cookieName"":""PHPSESSID"",""rawCookie"":""PHPSESSID=knc148tmfrhfh8chg8vdcs0rto; path=/"",""lastSeenAt"":""2026-03-02T02:18:20"",""initialUrl"":""""}]",1,,1
