Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Destination IP Address,Destination Port,Email,Product name,Product version,All active in past 180 days,Resolved issues,Resolved %,Average days to resolve,Resolved: 60 days or less,Resolved: 60-120 days,Resolved: 121-180 days,Resolved: Over 180 days,Last update,Banner,Data,Source,Url,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
addb051e-28ca-5536-a96a-281dd4b795c8,2021-12-15T00:00:00,2026-03-04T00:00:00,,,,,,,,,,,,,,15,9,60,81,5,2,0,2,2026-03-04T00:00:00,,,,,,,,,,,0,,0
