Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Destination IP Address,Destination Port,Email,Product name,Product version,Target,SHA-256 Fingerprint,Serial Number,Evidence,Observations,Output,Last Observed,Banner,Data,Source,Url,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
a98916ec-1c10-5b1f-a65a-64998300292b,2026-02-25T18:52:18,2026-02-28T11:44:17,,,,,,,,,,,,,,146.190.102.247,fce5344d9289e080c5312259e91cc91be07c62d4a5ac71af184e442ae76a6ca2,,"[""512d >= 398d""]",1,,2026-02-28T11:44:17,,,,,,,,,,"[{""ip"":""146.190.102.247"",""sni"":null,""port"":21,""ipv6"":null,""evidence"":"""",""lastSeenAt"":""2026-02-28T11:44:17"",""initialUrl"":""""}]",1,,1
