Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Destination IP Address,Destination Port,Email,Product name,Product version,DMARC Policy and SPF Record,Analysis,Explanation,Banner,Data,Source,Url,Vulnerability description,Vulnerability publish date,Last Observed,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
d139c17c-4e5b-5a61-9d4e-993737cc4bd1,2025-12-24T04:23:53.575,2026-03-03T04:54:12.812,,,hnbassurance.com,,,,,,,,,,,DKIM selector: selector1._domainkey.hnbassurance.com. DKIM record: v=DKIM1; k=rsa; p=MIIBIjANBgkq ...;,DKIM record detected.,"Found valid DKIM with key type: rsa, of size [bit]: 2048",,,,,,,,2026-03-03T04:54:12.812,,,0,"""DKIM record detected.""",0
