Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Destination IP Address,Destination Port,Email,Product name,Product version,Url,Observations,Last Observed,Banner,Data,Source,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
b4358a04-13b7-5d98-83c3-7bea9712edec,2026-03-02T02:18:20,2026-03-02T02:18:20,,,hnbassurance.com,,,,,,,,,,,https://channelportal.hnbassurance.com:443/HNBCHNPRTPRD/,1,2026-03-02T02:18:20,,,,,,,,,"[{""evidence"":"""",""cookieName"":""PHPSESSID"",""rawCookie"":""PHPSESSID=knc148tmfrhfh8chg8vdcs0rto; path=/"",""lastSeenAt"":""2026-03-02T02:18:20"",""initialUrl"":""""}]",1,,1
