Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Email,Product name,Product version,IP Address,Port,Banner,Data,Source,Url,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
e10d6134-5a8b-5ec6-8c5d-a30b603706a6,2026-02-25T18:52:18,2026-02-28T11:44:17,,,,,,,,21,,Pure-FTPd,,146.190.102.247,21,220---------- Welcome to Pure-FTPd [privsep] [TLS] ----------\r\n220-You are user number 1 of 50 allowed.\r\n220-Local time is now 11:44. Server port: 21.\r\n220-This is a private system - No anonymous login\r\n220-IPv6 connections are also welcome on this server.\r\n220 You will be disconnected after 15 minutes of inactivity.\r\n214-The following SITE commands are recognized\r\n ALIAS\r\n CHMOD\r\n IDLE\r\n UTIME\r\n214 Pure-FTPd - http://pureftpd.org/\r\n221-Goodbye. You uploaded 0 and downloaded 0 kbytes.\r\n221 Logout.\r\n,,,,,,,,2026-02-28T11:44:17,,,0,,0
